,customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount,buyer_business_type_encoded,cluster,promo
8713,1879,كشك,100125.0,حلوان,Cairo,,,,2020-01-30,8902.5,1.0,1.0,2020-08-24,8902.5,1,1,+5000 spendings (10% off)
8714,2852,كشك,100134.0,مدينه نصر,Cairo,مدينه نصر,,,2020-03-22,2827.522,5.0,2.0,2020-06-27,14137.61,5,1,+5000 spendings (10% off)
8717,3095,سوبر ماركت,100122.0,حدائق القبة,Cairo,المطريه,30.0873,31.28875,2020-04-05,1035.13,1.0,0.0,2020-07-23,1035.13,2,1,+5000 spendings (10% off)
8719,3156,كشك,100125.0,حلوان,Cairo,حلوان,,,2020-07-12,2462.695,2.0,0.0,2020-07-25,4925.389999999999,1,1,+5000 spendings (10% off)
8720,3301,سوبر ماركت,100128.0,المعادي,Cairo,المعادي,,,2020-04-13,5180.58,1.0,1.0,2020-04-16,5180.58,2,1,+5000 spendings (10% off)
8721,3527,سوبر ماركت,100110.0,المرج,Cairo,كفر الشرفا,30.13905,31.35075,2020-04-21,6118.939285714286,14.0,10.0,2020-09-29,85665.15,2,0,+10000 spendings (15% off)
8722,5496,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.03089,31.20538,2020-05-12,11691.0,1.0,1.0,2020-05-12,11691.0,2,1,+5000 spendings (10% off)
8727,6918,كشك,100152.0,مدينة السلام,Cairo,السلام,31.42359,30.16909,2020-05-18,2237.0,2.0,0.0,2020-06-04,4474.0,5,1,+5000 spendings (10% off)
8728,7405,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.03089,31.20538,2020-05-21,1281.1475,4.0,0.0,2021-02-26,5124.59,2,1,+5000 spendings (10% off)
8730,7676,كشك,100126.0,امبابة,Giza,جزيرة امبابة,30.0846,31.21632,2020-05-28,614.83,1.0,0.0,2020-07-08,614.83,5,1,+5000 spendings (10% off)
8733,9328,سوبر ماركت,100126.0,امبابة,Giza,المنيره,30.08935,31.21199,2020-06-08,3785.74,1.0,0.0,2020-07-18,3785.74,2,1,+5000 spendings (10% off)
8737,10853,كشك,100134.0,مدينه نصر,Cairo,مدينه نصر,30.04987,31.38874,2020-06-15,1739.43,1.0,1.0,2020-06-24,1739.43,5,1,+5000 spendings (10% off)
8740,12747,عطارة,100131.0,المطرية,Cairo,المطريه,30.12581,31.30925,2020-07-04,1117.45,2.0,1.0,2020-08-09,2234.9,3,1,+5000 spendings (10% off)
8742,13518,سوبر ماركت,100128.0,المعادي,Cairo,المعادي,29.97456,31.25639,2020-04-21,6309.77,1.0,1.0,2020-04-21,6309.77,2,1,+5000 spendings (10% off)
8743,13551,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.06173,31.22448,2020-04-22,1787.08,1.0,0.0,2020-07-12,1787.08,2,1,+5000 spendings (10% off)
8752,17452,سوبر ماركت,100110.0,المرج,Cairo,المرج الجديدة,30.16234,31.34043,2020-07-26,6352.85,1.0,1.0,2020-07-26,6352.85,2,1,+5000 spendings (10% off)
8760,9179,سوبر ماركت,100119.0,فيصل,Giza,المريوطيه,31.22174,30.13366,2020-06-08,2490.67,1.0,0.0,2020-07-16,2490.67,2,1,+5000 spendings (10% off)
8761,25670,سوبر ماركت,100152.0,مدينة السلام,Cairo,السلام,31.37809,30.14543,2020-09-29,344.3333333333333,3.0,2.0,2020-09-30,1033.0,2,1,+5000 spendings (10% off)
8763,3031,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.84505,31.3317,2020-03-29,1525.9975,4.0,2.0,2021-01-26,6103.99,2,1,+5000 spendings (10% off)
8764,3347,سوبر ماركت,100140.0,مصر القديمة,Cairo,,30.04903,31.3309,2020-04-15,4270.5,1.0,1.0,2020-04-15,4270.5,2,1,+5000 spendings (10% off)
8765,4485,كشك,100119.0,فيصل,Giza,الطوابق,30.00015,31.15314,2020-05-06,814.2699999999999,5.0,5.0,2020-09-10,4071.35,5,1,+5000 spendings (10% off)
8766,7274,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.14545,31.2685,2020-05-20,1691.1545,20.0,8.0,2021-03-12,33823.09,2,3,+15000 spendings (18% off)
8767,8791,عطارة,100126.0,امبابة,Giza,المنيره,30.0873,31.20395,2020-06-07,557.62,1.0,0.0,2020-10-11,557.62,3,1,+5000 spendings (10% off)
8769,11375,سوبر ماركت,100169.0,المنيب,Giza,ميدان المنيب,29.97908,31.20129,2020-06-18,1611.745,2.0,0.0,2020-11-12,3223.49,2,1,+5000 spendings (10% off)
8770,12140,سوبر ماركت,100116.0,الدقي,Giza,الدقي,30.0424,31.2126,2020-06-25,1284.39,11.0,2.0,2021-03-02,14128.29,2,1,+5000 spendings (10% off)
8771,15004,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.11595,31.2573,2020-05-19,767.85,2.0,1.0,2020-09-23,1535.7,2,1,+5000 spendings (10% off)
8772,15306,عطارة,100162.0,الوراق,Giza,وراق العرب,30.088,31.1967,2020-06-03,2797.84,6.0,2.0,2021-02-24,16787.039999999997,3,3,+15000 spendings (18% off)
8773,17815,عطارة,100151.0,عزبة النخل,Cairo,عزبة النخل,30.1475,31.3294,2020-08-06,1629.544,5.0,3.0,2020-09-17,8147.719999999999,3,1,+5000 spendings (10% off)
8774,19354,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1425,31.24274,2020-08-18,766.586,5.0,0.0,2021-03-13,3832.93,2,1,+5000 spendings (10% off)
8775,19808,سوبر ماركت,100149.0,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.09845,31.27035,2020-08-23,504.7,1.0,0.0,2020-10-04,504.7,2,1,+5000 spendings (10% off)
8778,2636,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.13309,31.31494,2020-02-04,1593.885,2.0,2.0,2020-03-15,3187.77,2,1,+5000 spendings (10% off)
8779,16030,سوبر ماركت,100169.0,المنيب,Giza,البحر الأعظم,29.98154,31.19588,2020-06-17,2190.0,1.0,1.0,2020-08-25,2190.0,2,1,+5000 spendings (10% off)
8780,16178,سوبر ماركت,100157.0,بولاق الدكرور,Giza,,30.04236,31.19115,2020-07-01,2297.045,2.0,1.0,2020-07-01,4594.09,2,1,+5000 spendings (10% off)
8781,2732,عطارة,100119.0,فيصل,Giza,منشأة البكاري,30.00227,31.15823,2020-03-16,1086.33,1.0,1.0,2020-03-16,1086.33,3,1,+5000 spendings (10% off)
8782,5916,سوبر ماركت,100216.0,المعصرة,Cairo,المعصرة,,,2020-05-14,2577.89,1.0,1.0,2020-07-07,2577.89,2,1,+5000 spendings (10% off)
8784,11020,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.81398,31.30895,2020-06-16,1510.16,2.0,1.0,2020-07-31,3020.32,2,1,+5000 spendings (10% off)
8787,13289,سوبر ماركت,100112.0,العمرانية,Giza,,29.99403,31.20079,2020-03-18,1499.5,2.0,2.0,2020-04-19,2999.0,2,1,+5000 spendings (10% off)
8788,2207,كشك,100128.0,المعادي,Cairo,حدائق المعادي,29.97605,31.2581,2020-02-02,2813.068888888889,9.0,5.0,2020-11-04,25317.62,1,3,+15000 spendings (18% off)
8790,9786,سوبر ماركت,100157.0,بولاق الدكرور,Giza,,30.03536,31.19827,2020-06-10,1756.1125,4.0,2.0,2021-03-09,7024.45,2,1,+5000 spendings (10% off)
8791,11534,سوبر ماركت,100162.0,الوراق,Giza,وراق الحضر,30.0951,31.22042,2020-06-20,857.0,1.0,0.0,2021-02-07,857.0,2,1,+5000 spendings (10% off)
8792,14526,سوبر ماركت,100123.0,الهرم,Giza,الهرم,30.00303,31.17912,2020-05-13,812.8499999999999,2.0,2.0,2021-03-10,1625.6999999999998,2,1,+5000 spendings (10% off)
8793,20236,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,30.03789,31.25899,2020-08-29,15683.808333333332,6.0,6.0,2020-09-05,94102.85,2,0,+10000 spendings (15% off)
8794,20280,سوبر ماركت,100123.0,الهرم,Giza,الهرم,30.00293,31.17807,2020-08-29,553.25,2.0,2.0,2021-03-06,1106.5,2,1,+5000 spendings (10% off)
8795,21581,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,29.99307,31.23438,2020-09-13,520.38,1.0,1.0,2020-09-14,520.38,2,1,+5000 spendings (10% off)
8796,9315,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.00172,31.15264,2020-06-08,2669.03,1.0,1.0,2020-06-08,2669.03,2,1,+5000 spendings (10% off)
8797,9759,كشك,100128.0,المعادي,Cairo,,29.96823,31.26443,2020-06-10,9194.85,1.0,1.0,2020-07-07,9194.85,5,1,+5000 spendings (10% off)
8798,13132,كشك,100128.0,المعادي,Cairo,المعادي,30.15635,31.3696,2020-01-23,2144.633333333333,12.0,3.0,2020-09-01,25735.6,5,3,+15000 spendings (18% off)
8799,17323,سوبر ماركت,100179.0,بشتيل,Giza,بشتيل,30.089,31.1891,2020-07-25,2296.4,1.0,0.0,2020-07-25,2296.4,2,1,+5000 spendings (10% off)
8800,17951,سوبر ماركت,100112.0,العمرانية,Giza,العمرانيه الشرقيه ,30.0116,31.20909,2020-08-08,612.99,1.0,1.0,2020-09-17,612.99,2,1,+5000 spendings (10% off)
8801,2050,سوبر ماركت,100218.0,وادي حوف,Cairo,وادي حوف,29.8828,31.3071,2020-01-30,861.42,1.0,1.0,2020-11-18,861.42,2,1,+5000 spendings (10% off)
8802,9381,سوبر ماركت,100126.0,امبابة,Giza,المنيره,30.09056,31.21061,2020-06-09,1132.39,1.0,1.0,2020-06-09,1132.39,2,1,+5000 spendings (10% off)
8803,9392,عطارة,100179.0,بشتيل,Giza,بشتيل,30.08656,31.1905,2020-06-09,2594.85,1.0,1.0,2020-07-20,2594.85,3,1,+5000 spendings (10% off)
8804,11058,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.81087,31.30716,2020-06-16,1882.12,1.0,1.0,2020-07-05,1882.12,2,1,+5000 spendings (10% off)
8806,15952,سوبر ماركت,100126.0,امبابة,Giza,جزيرة امبابة,30.08376,31.2133,2020-06-14,45.85,1.0,1.0,2020-08-20,45.85,2,1,+5000 spendings (10% off)
8807,16015,عطارة,100157.0,بولاق الدكرور,Giza,زنين,30.0366,31.1869,2020-06-16,2319.252,15.0,7.0,2021-03-02,34788.78,3,3,+15000 spendings (18% off)
8808,16760,عطارة,100123.0,الهرم,Giza,الطالبية,29.98859,31.1881,2020-07-15,987.35,1.0,1.0,2020-07-15,987.35,3,1,+5000 spendings (10% off)
8809,16996,سوبر ماركت,100119.0,فيصل,Giza,فيصل,29.99365,31.1429,2020-07-21,1364.91,8.0,0.0,2021-03-15,10919.28,2,1,+5000 spendings (10% off)
8810,19757,سوبر ماركت,100217.0,حدائق حلوان,Cairo,حدائق حلوان,29.83438,31.31492,2020-08-23,661.5,1.0,1.0,2020-10-04,661.5,2,1,+5000 spendings (10% off)
8811,20050,سوبر ماركت,100152.0,مدينة السلام,Cairo,السلام,30.13087,31.32709,2020-08-25,1832.9133333333327,3.0,3.0,2020-10-10,5498.74,2,1,+5000 spendings (10% off)
8815,4363,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.0176,31.18375,2020-05-06,260.0,1.0,0.0,2020-09-20,260.0,2,1,+5000 spendings (10% off)
8816,5686,سوبر ماركت,100119.0,فيصل,Giza,فيصل,29.99545,31.15765,2020-05-13,839.1595238095238,21.0,4.0,2021-01-25,17622.35,2,3,+15000 spendings (18% off)
8817,7284,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.22828,30.02488,2020-05-20,1248.2642857142855,7.0,0.0,2021-03-06,8737.849999999999,2,1,+5000 spendings (10% off)
8819,8544,سوبر ماركت,100126.0,امبابة,Giza,مدينة العمال,30.0852,31.1992,2020-06-06,2771.39,2.0,0.0,2020-10-14,5542.78,2,1,+5000 spendings (10% off)
8820,9888,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,,,2020-06-10,1313.82,4.0,2.0,2020-08-04,5255.28,2,1,+5000 spendings (10% off)
8822,10970,سوبر ماركت,100162.0,الوراق,Giza,طناش و نزله الزمر,31.1392,30.14927,2020-06-16,2813.1325,4.0,0.0,2020-09-01,11252.53,2,1,+5000 spendings (10% off)
8823,12082,سوبر ماركت,100160.0,ميت عقبه,Giza,ميت عقبه,30.064,31.1947,2020-06-24,989.672,5.0,1.0,2020-09-17,4948.36,2,1,+5000 spendings (10% off)
8824,12332,سوبر ماركت,100169.0,المنيب,Giza,ميدان المنيب,29.9812,31.2098,2020-06-28,1072.928571428571,7.0,3.0,2020-08-16,7510.5,2,1,+5000 spendings (10% off)
8825,14986,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.20169,30.05153,2020-05-19,365.124,5.0,2.0,2020-06-16,1825.62,2,1,+5000 spendings (10% off)
8827,20027,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99698,31.19424,2020-08-25,1617.0,1.0,0.0,2020-08-25,1617.0,2,1,+5000 spendings (10% off)
8828,23646,سوبر ماركت,100119.0,فيصل,Giza,,30.0128,31.19254,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
8829,34870,TKA Supermarket,100140.0,مصر القديمة,Cairo,مصر القديمة,30.03005,31.24985,2020-10-29,10734.496363636365,11.0,2.0,2021-03-16,118079.46,0,0,+10000 spendings (15% off)
8834,2764,سوبر ماركت,100128.0,المعادي,Cairo,,30.03907,30.03907,2020-03-17,2254.9466666666663,9.0,6.0,2021-03-15,20294.52,2,3,+15000 spendings (18% off)
8836,3207,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,30.03409,31.11374,2020-04-09,5039.009999999999,2.0,1.0,2020-04-13,10078.02,2,1,+5000 spendings (10% off)
8837,3309,سوبر ماركت,100110.0,المرج,Cairo,المرج,,,2020-04-14,1975.18,4.0,1.0,2020-06-08,7900.719999999999,2,1,+5000 spendings (10% off)
8838,3418,كشك,100110.0,المرج,Cairo,المرج,30.00393,31.20538,2020-04-16,2789.79,1.0,1.0,2020-04-18,2789.79,5,1,+5000 spendings (10% off)
8839,3439,سوبر ماركت,100110.0,المرج,Cairo,المرج,,,2020-04-16,4972.94,1.0,1.0,2020-04-16,4972.94,2,1,+5000 spendings (10% off)
8840,3470,سوبر ماركت,100113.0,الزيتون,Cairo,الزيتون,30.10447,31.31156,2020-04-18,1540.56,1.0,0.0,2020-09-01,1540.56,2,1,+5000 spendings (10% off)
8845,5846,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.06046,31.25118,2020-05-14,1865.6,1.0,0.0,2020-08-22,1865.6,2,1,+5000 spendings (10% off)
8853,8438,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,30.00276,31.19555,2020-06-06,32612.085,2.0,2.0,2020-06-23,65224.17,2,0,+10000 spendings (15% off)
8857,9223,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.13366,31.22174,2020-06-08,3435.88,1.0,0.0,2020-06-08,3435.88,2,1,+5000 spendings (10% off)
8858,9592,سوبر ماركت,100119.0,فيصل,Giza,الطوابق,29.99725,31.15917,2020-06-09,397.1,1.0,0.0,2020-08-11,397.1,2,1,+5000 spendings (10% off)
8860,10499,سوبر ماركت,100119.0,فيصل,Giza,مدكور,30.00087,31.16949,2020-06-13,6924.23,1.0,1.0,2020-06-13,6924.23,2,1,+5000 spendings (10% off)
8862,11549,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,29.88246,31.29141,2020-06-20,1930.3666666666663,3.0,2.0,2020-07-15,5791.1,2,1,+5000 spendings (10% off)
8877,17970,سوبر ماركت,100113.0,الزيتون,Cairo,ترعة الجبل,30.1107,31.30785,2020-08-08,1970.8825,12.0,8.0,2020-08-09,23650.59,2,3,+15000 spendings (18% off)
8886,3061,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,30.05657,31.36758,2020-04-02,2259.975,8.0,2.0,2021-03-02,18079.8,2,3,+15000 spendings (18% off)
8887,3282,سوبر ماركت,100122.0,حدائق القبة,Cairo,المطريه,30.086,31.2936,2020-04-13,4510.15,1.0,1.0,2020-04-13,4510.15,2,1,+5000 spendings (10% off)
8888,3708,سوبر ماركت,100131.0,المطرية,Cairo,الاميريه ,30.04204,31.1504,2020-04-28,580.52,3.0,2.0,2020-10-06,1741.56,2,1,+5000 spendings (10% off)
8889,4611,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.9908,31.1644,2020-05-07,1211.7074999999998,4.0,1.0,2021-03-09,4846.829999999999,2,1,+5000 spendings (10% off)
8890,4666,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.00995,31.17285,2020-05-07,1522.79,3.0,0.0,2021-02-28,4568.37,2,1,+5000 spendings (10% off)
8891,4694,كشك,100152.0,مدينة السلام,Cairo,السلام,30.15522,31.40865,2020-05-07,3018.85,2.0,0.0,2021-02-27,6037.7,5,1,+5000 spendings (10% off)
8895,9359,كشك,100137.0,النزهه الجديده,Cairo,النزهه الجديده,,,2020-06-09,725.5,1.0,1.0,2021-01-22,725.5,5,1,+5000 spendings (10% off)
8896,12063,سوبر ماركت,100146.0,باب الشعريه,Cairo,باب الشعريه,30.05617,31.26296,2020-06-24,969.75,2.0,1.0,2020-10-12,1939.5,2,1,+5000 spendings (10% off)
8897,12385,كشك,100152.0,مدينة السلام,Cairo,السلام,30.14844,31.41313,2020-06-29,3634.78,1.0,1.0,2020-06-29,3634.78,5,1,+5000 spendings (10% off)
8898,13049,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.01705,31.1768,2020-07-09,887.8,5.0,0.0,2021-02-03,4439.0,2,1,+5000 spendings (10% off)
8899,15489,سوبر ماركت,100146.0,باب الشعريه,Cairo,باب الشعريه,30.0572,31.2519,2020-06-08,633.15,2.0,0.0,2021-02-23,1266.3,2,1,+5000 spendings (10% off)
8900,17093,سوبر ماركت,100110.0,المرج,Cairo,المرج القديمة,30.14425,31.3403,2020-07-22,1987.1266666666663,3.0,1.0,2021-01-29,5961.379999999999,2,1,+5000 spendings (10% off)
8901,17676,سوبر ماركت,100128.0,المعادي,Cairo,البساتين,29.9858,31.26675,2020-08-02,1784.0449999999998,4.0,0.0,2021-02-25,7136.179999999999,2,1,+5000 spendings (10% off)
8902,17968,سوبر ماركت,100123.0,الهرم,Giza,الطالبية,31.15815,29.98601,2020-08-08,737.6,2.0,1.0,2020-09-13,1475.2,2,1,+5000 spendings (10% off)
8904,18825,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.9858,31.16535,2020-08-15,1216.0185714285712,7.0,2.0,2020-09-29,8512.13,2,1,+5000 spendings (10% off)
8905,18851,كشك,100110.0,المرج,Cairo,المرج,30.14798,31.36512,2020-08-15,741.5,1.0,0.0,2021-02-24,741.5,5,1,+5000 spendings (10% off)
8906,18965,سوبر ماركت,100157.0,بولاق الدكرور,Giza,الورشة من ش ناهيا,30.0476,31.1773,2020-08-16,1765.785,6.0,4.0,2021-02-13,10594.71,2,1,+5000 spendings (10% off)
8907,19045,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1432,31.2776,2020-08-16,952.9733333333332,3.0,1.0,2021-02-06,2858.92,5,1,+5000 spendings (10% off)
8909,20939,سوبر ماركت,100140.0,مصر القديمة,Cairo,السيدة زينب,30.02683,31.24104,2020-09-05,6335.416666666667,3.0,2.0,2021-02-22,19006.25,2,3,+15000 spendings (18% off)
8912,23845,كشك,100126.0,امبابة,Giza,المنيره,30.08015,31.1971,2020-09-23,769.7679999999999,5.0,1.0,2020-09-27,3848.84,1,1,+5000 spendings (10% off)
8913,33025,سوبر ماركت,100140.0,مصر القديمة,Cairo,السيدة زينب,31.24962,30.03948,2020-10-25,739.4499999999999,2.0,1.0,2020-12-18,1478.9,2,1,+5000 spendings (10% off)
8916,6725,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.85142,31.31509,2020-05-17,987.67,1.0,0.0,2020-07-16,987.67,2,1,+5000 spendings (10% off)
8917,10409,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.0532,31.3932,2020-06-13,1580.465,6.0,1.0,2020-10-10,9482.79,2,1,+5000 spendings (10% off)
8919,13229,كشك,100125.0,حلوان,Cairo,حدايق حلوان,30.1564,31.36955,2020-02-04,3131.477142857143,7.0,3.0,2020-09-06,21920.34,1,3,+15000 spendings (18% off)
8923,741,كشك,100125.0,حلوان,Cairo,المعصرة,,,2020-01-21,6485.67,1.0,0.0,2020-03-21,6485.67,1,1,+5000 spendings (10% off)
8935,2638,كشك,100125.0,حلوان,Cairo,المعصرة,,,2020-02-04,3742.7866666666655,3.0,1.0,2020-03-25,11228.36,1,1,+5000 spendings (10% off)
8941,2696,كشك,100125.0,حلوان,Cairo,المعصرة,,,2020-02-20,3168.64,3.0,2.0,2020-04-21,9505.92,1,1,+5000 spendings (10% off)
8945,3117,كشك,100128.0,المعادي,Cairo,المعادي,,,2020-07-12,2455.11,3.0,0.0,2021-02-22,7365.329999999999,1,1,+5000 spendings (10% off)
8948,3127,كشك,100134.0,مدينه نصر,Cairo,,,,2020-07-12,2872.386666666666,6.0,4.0,2021-02-22,17234.319999999996,1,3,+15000 spendings (18% off)
8951,3132,سوبر ماركت,100103.0,التجمع الخامس,Cairo,التجمع الخامس,30.1563,31.3695,2020-07-12,5842.888,10.0,4.0,2020-09-28,58428.88,2,0,+10000 spendings (15% off)
8953,3137,كشك,100128.0,المعادي,Cairo,طرة,,,2020-07-12,4885.776666666667,3.0,2.0,2020-04-23,14657.33,1,1,+5000 spendings (10% off)
8961,3154,كشك,100107.0,عين شمس,Cairo,عين شمس,,,2020-07-12,4653.113333333334,3.0,2.0,2020-08-12,13959.34,1,1,+5000 spendings (10% off)
8962,3157,كشك,100107.0,عين شمس,Cairo,عين شمس,,,2020-07-12,908.21,1.0,1.0,2020-06-21,908.21,1,1,+5000 spendings (10% off)
8965,3166,كشك,100107.0,عين شمس,Cairo,شارع العشرين,,,2020-07-12,1278.5,1.0,1.0,2020-04-28,1278.5,1,1,+5000 spendings (10% off)
8968,6265,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,31.32172,29.85146,2020-05-16,728.52,3.0,2.0,2020-10-11,2185.56,2,1,+5000 spendings (10% off)
8975,9782,سوبر ماركت,100126.0,امبابة,Giza,الكيت كات,30.08539,31.20846,2020-06-10,837.895,2.0,0.0,2021-02-27,1675.79,2,1,+5000 spendings (10% off)
